sequence,cycle,channel,rank,pim_block,key,tap_index,tap_count,partial_hex,final_hex
207,26540,25,0,7,55035752873984,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
208,26540,26,0,0,57174646587392,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
209,26540,26,0,1,57183236521984,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
210,26540,26,0,2,57191826456576,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
211,26540,26,0,3,57200416391168,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
212,26540,26,0,4,57209006325760,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
213,26540,26,0,5,57217596260352,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
214,26540,26,0,6,57226186194944,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
215,26540,26,0,7,57234776129536,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
216,26540,27,0,0,59373669842944,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
217,26540,27,0,1,59382259777536,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
218,26540,27,0,2,59390849712128,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
219,26540,27,0,3,59399439646720,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
220,26540,27,0,4,59408029581312,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
221,26540,27,0,5,59416619515904,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
222,26540,27,0,6,59425209450496,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
223,26540,27,0,7,59433799385088,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
224,26540,28,0,0,61572693098496,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
225,26540,28,0,1,61581283033088,1,3,0000000000000000000000000000000000000000000000000000000000000000,4400440044004400440044004400440044004400440044004400440044004400
226,26540,28,0,2,61589872967680,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
227,26540,28,0,3,61598462902272,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
228,26540,28,0,4,61607052836864,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
229,26540,28,0,5,61615642771456,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
230,26540,28,0,6,61624232706048,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
231,26540,28,0,7,61632822640640,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
232,26540,29,0,0,63771716354048,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
233,26540,29,0,1,63780306288640,1,3,0000000000000000000000000000000000000000000000000000000000000000,4400440044004400440044004400440044004400440044004400440044004400
234,26540,29,0,2,63788896223232,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
235,26540,29,0,3,63797486157824,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
236,26540,29,0,4,63806076092416,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
237,26540,29,0,5,63814666027008,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
238,26540,29,0,6,63823255961600,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
239,26540,29,0,7,63831845896192,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
240,26540,30,0,0,65970739609600,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
241,26540,30,0,1,65979329544192,1,3,0000000000000000000000000000000000000000000000000000000000000000,4400440044004400440044004400440044004400440044004400440044004400
242,26540,30,0,2,65987919478784,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
243,26540,30,0,3,65996509413376,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
244,26540,30,0,4,66005099347968,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
245,26540,30,0,5,66013689282560,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
246,26540,30,0,6,66022279217152,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
247,26540,30,0,7,66030869151744,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
248,26540,31,0,0,68169762865152,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
249,26540,31,0,1,68178352799744,1,3,0000000000000000000000000000000000000000000000000000000000000000,4400440044004400440044004400440044004400440044004400440044004400
250,26540,31,0,2,68186942734336,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
251,26540,31,0,3,68195532668928,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
252,26540,31,0,4,68204122603520,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
253,26540,31,0,5,68212712538112,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
254,26540,31,0,6,68221302472704,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
255,26540,31,0,7,68229892407296,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
256,26540,32,0,0,70368786120704,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
257,26540,32,0,1,70377376055296,1,3,0000000000000000000000000000000000000000000000000000000000000000,4400440044004400440044004400440044004400440044004400440044004400
258,26540,32,0,2,70385965989888,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
259,26540,32,0,3,70394555924480,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
260,26540,32,0,4,70403145859072,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
261,26540,32,0,5,70411735793664,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
262,26540,32,0,6,70420325728256,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
263,26540,32,0,7,70428915662848,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
264,26540,33,0,0,72567809376256,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
265,26540,33,0,1,72576399310848,1,3,0000000000000000000000000000000000000000000000000000000000000000,4400440044004400440044004400440044004400440044004400440044004400
266,26540,33,0,2,72584989245440,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
267,26540,33,0,3,72593579180032,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
268,26540,33,0,4,72602169114624,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
269,26540,33,0,5,72610759049216,1,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
270,26540,33,0,6,72619348983808,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
271,26540,33,0,7,72627938918400,1,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
272,26540,34,0,0,74766832631808,1,3,0000000000000000000000000000000000000000000000000000000000000000,4600460046004600460046004600460046004600460046004600460046004600
